answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q1664_A1,TO99Q1664,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,5,13,31,9,2,3,7,5,2,2,4,17
TO99Q1664_A2,TO99Q1664,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,12,32,2,6,12,6,2,3,9,2,9,5
TO99Q1664_A3,TO99Q1664,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.54,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,2,5,5,6,2,8,8,31,4,12,11,6
TO99Q1664_A4,TO99Q1664,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.57,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,25,2,13,2,7,2,3,5,7,6,16,12
TO99Q1665_A1,TO99Q1665,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.04,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,2,5,11,31,11,2,14,5,5,3,3,8
TO99Q1665_A2,TO99Q1665,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.07,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,14,10,5,4,26,8,4,5,9,5,5,5
TO99Q1665_A3,TO99Q1665,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.09,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,1,3,6,8,3,13,5,10,4,10,32,5
TO99Q1665_A4,TO99Q1665,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.12,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,4,28,4,5,4,3,11,6,3,9,14
TO99Q1666_A1,TO99Q1666,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,1,4,13,13,4,2,24,6,2,13,4,14
TO99Q1666_A2,TO99Q1666,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.32,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,31,11,6,2,9,1,14,5,13,1,2,5
TO99Q1666_A3,TO99Q1666,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,2,16,4,3,2,10,5,23,4,14,15,2
TO99Q1666_A4,TO99Q1666,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,13,2,14,4,16,1,2,2,3,2,14,27
TO99Q1667_A1,TO99Q1667,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.43,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,8,5,11,11,4,5,13,2,5,3,2,31
TO99Q1667_A2,TO99Q1667,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,9,15,2,4,14,13,5,4,27,2,3,2
TO99Q1667_A3,TO99Q1667,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.48,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,3,5,4,4,5,23,3,10,11,13,14,5
TO99Q1667_A4,TO99Q1667,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.51,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,6,5,11,4,4,2,3,4,12,5,31,13
TO99Q1668_A1,TO99Q1668,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,6,5,11,29,4,11,11,6,3,4,2,8
TO99Q1668_A2,TO99Q1668,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.4,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,13,27,7,3,10,3,4,2,12,4,4,11
TO99Q1668_A3,TO99Q1668,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,12,4,3,4,13,4,14,1,30,11,1
TO99Q1668_A4,TO99Q1668,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.45,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,11,4,16,3,17,2,3,2,6,6,7,23
TO99Q1669_A1,TO99Q1669,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,2,8,14,9,2,5,33,2,4,1,5,15
TO99Q1669_A2,TO99Q1669,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,12,10,2,3,34,6,3,6,14,1,7,2
TO99Q1669_A3,TO99Q1669,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,3,4,5,4,11,4,13,10,12,29,1
TO99Q1669_A4,TO99Q1669,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,11,15,14,2,5,4,2,4,2,2,29,10
TO99Q1670_A1,TO99Q1670,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.55,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,2,2,9,27,5,3,16,5,2,4,9,16
TO99Q1670_A2,TO99Q1670,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,7,10,5,6,30,3,3,6,14,5,1,10
TO99Q1670_A3,TO99Q1670,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.6,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,2,5,2,4,17,9,6,26,6,9,9,5
TO99Q1670_A4,TO99Q1670,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.64,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,11,4,8,12,2,5,6,6,3,4,27,12
TO99Q1671_A1,TO99Q1671,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,2,1,13,8,2,5,14,13,6,1,5,30
TO99Q1671_A2,TO99Q1671,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,13,31,5,5,11,4,9,5,7,2,4,4
TO99Q1671_A3,TO99Q1671,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,2,4,2,6,12,2,17,7,9,30,5
TO99Q1671_A4,TO99Q1671,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,11,3,11,14,2,3,4,4,3,6,9,30
TO99Q1672_A1,TO99Q1672,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,2,5,15,14,4,8,30,3,3,4,4,8
TO99Q1672_A2,TO99Q1672,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,13,10,3,3,28,3,16,2,12,5,2,3
TO99Q1672_A3,TO99Q1672,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,4,5,4,12,4,10,3,29,5,10,11,3
TO99Q1672_A4,TO99Q1672,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,22,16,10,5,5,5,5,3,4,3,8,14
TO99Q1673_A1,TO99Q1673,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,2,6,28,16,5,4,9,2,9,2,2,15
TO99Q1673_A2,TO99Q1673,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,11,14,3,6,26,5,13,3,11,2,2,4
TO99Q1673_A3,TO99Q1673,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,9,3,5,7,5,27,2,14,2,12,10,4
TO99Q1673_A4,TO99Q1673,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,28,5,10,3,3,5,2,4,8,4,14,14
TO99Q1674_A1,TO99Q1674,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,4,9,33,9,6,13,3,1,6,4,9
TO99Q1674_A2,TO99Q1674,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,14,10,5,4,7,6,4,3,25,6,12,4
TO99Q1674_A3,TO99Q1674,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,5,2,2,5,15,7,3,10,2,31,15,3
TO99Q1674_A4,TO99Q1674,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,10,4,30,6,4,2,2,12,2,3,15,10
TO99Q1675_A1,TO99Q1675,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,5,4,26,11,3,1,13,3,5,4,12,13
TO99Q1675_A2,TO99Q1675,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,10,12,3,5,24,2,16,5,10,2,5,6
TO99Q1675_A3,TO99Q1675,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,5,12,6,5,10,5,10,4,9,26,5
TO99Q1675_A4,TO99Q1675,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,2,13,3,4,4,3,2,6,14,26,13
TO99Q1676_A1,TO99Q1676,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.51,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,12,2,30,11,5,6,8,3,3,7,2,11
TO99Q1676_A2,TO99Q1676,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.54,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,11,11,6,2,30,2,5,6,7,12,4,4
TO99Q1676_A3,TO99Q1676,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.56,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,5,2,6,3,8,24,4,14,2,11,16,5
TO99Q1676_A4,TO99Q1676,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.59,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,14,32,3,2,3,3,6,3,3,12,10
TO99Q1677_A1,TO99Q1677,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,3,4,9,12,2,5,34,11,7,2,3,8
TO99Q1677_A2,TO99Q1677,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,8,13,4,4,29,5,3,6,10,9,3,6
TO99Q1677_A3,TO99Q1677,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.22,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,2,2,4,4,8,13,5,33,2,11,10,6
TO99Q1677_A4,TO99Q1677,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.25,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,5,10,2,9,3,2,6,2,6,27,18
TO99Q1678_A1,TO99Q1678,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,3,6,11,11,4,6,25,2,5,2,14,11
TO99Q1678_A2,TO99Q1678,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.61,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,10,29,6,12,12,4,2,3,12,3,3,4
TO99Q1678_A3,TO99Q1678,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.64,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,2,6,8,2,2,16,3,14,3,7,33,4
TO99Q1678_A4,TO99Q1678,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.67,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,9,3,8,4,5,5,6,13,5,4,24,14
TO99Q1679_A1,TO99Q1679,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,4,9,16,8,3,3,14,1,3,4,2,33
TO99Q1679_A2,TO99Q1679,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.09,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,23,11,3,5,11,16,3,4,8,5,5,6
TO99Q1679_A3,TO99Q1679,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,5,2,6,2,6,20,2,15,5,13,9,15
TO99Q1679_A4,TO99Q1679,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,14,4,14,6,4,6,4,5,5,5,21,12
TO99Q1680_A1,TO99Q1680,1,"Byłbym postacią, która trzyma drużynę przy sobie.",I would be the character who keeps the team together.,relational,1,0,2,0.97,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,2,4,14,15,14,2,9,1,3,6,2,28
TO99Q1680_A2,TO99Q1680,2,"Byłbym tym, kto zauważa schemat przed zwrotem akcji.",I would be the one who sees the pattern before the twist.,analytical,0,-2,-2,1.01,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,10,30,1,6,12,6,3,1,8,13,5,5
TO99Q1680_A3,TO99Q1680,3,"Byłbym tym, kto psuje plan, żeby uratować sens.",I would be the one who breaks the plan to save the meaning.,bold,1,2,1,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,4,1,5,2,10,3,15,15,24,13,5
TO99Q1680_A4,TO99Q1680,4,"Byłbym narratorem, który rozumie, co ta historia ukrywa.",I would be the narrator who understands what the story hides.,symbolic,-1,0,-1,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,24,6,10,2,13,5,3,4,4,2,13,14
TO99Q1681_A1,TO99Q1681,1,"Zatrzymuję się i pytam, co mapę bez nazw mówi o mojej granicy.",I pause and ask what a map without names says about my boundary.,symbolic,0,1,1,1.54,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,12,2,30,3,5,3,2,14,5,3,6,15
TO99Q1681_A2,TO99Q1681,2,"Sprawdzam fakty, zanim nadam temu znaczenie.",I check the facts before giving it meaning.,analytical,0,-2,-2,1.57,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,27,7,2,5,12,2,15,5,13,2,4,6
TO99Q1681_A3,TO99Q1681,3,"Dotykam tematu od razu, nawet jeśli jest niewygodny.","I touch the subject immediately, even if it is uncomfortable.",bold,1,2,1,1.59,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,6,5,6,3,2,9,5,10,3,12,29,10
