id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category;canon_version;safety_label;statistic_source_label;allowed_actions;reveal_template_id;sensitivity_level;controversy_level;content_contract_status
TO99-P420;premium;question;uncommon;44;private;2;3;6;When do you feel most yourself — and is it in public or private?;choice;Alone in a specific context | In one-on-one depth | In creative or focused flow | Never fully — even alone;independence;"{""independence"": 3, ""connection"": 2}";authenticity_context;When and where we're most ourselves is revealing.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;When do you feel most yourself — and is it in public or private?;Alone in a specific context | In one-on-one depth | In creative or focused flow | Never fully — even alone;The next question goes deeper.;When and where we're most ourselves is revealing.;The conditions under which you feel most yourself reveal what authenticity requires.;The Rebel;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P421;premium;question;rare;57;private;3;4;7;What is the kindest thing you've ever done — that no one knows about?;choice;Something I did for a stranger | Something I did for someone who hurt me | Something I kept doing long after anyone was watching | Something I'm not sure even helped;connection;"{""connection"": 4, ""security"": 2}";secret_kindness;Secret kindness reveals authentic character.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the kindest thing you've ever done — that no one knows about?;Something I did for a stranger | Something I did for someone who hurt me | Something I kept doing long after anyone was watching | Something I'm not sure even helped;The next question goes deeper.;Secret kindness reveals authentic character.;Kindness that no one witnessed is the truest test of who you are.;The Guardian;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P422;premium;question;uncommon;43;private;2;3;5;What do you know about yourself that you haven't told the person closest to you?;choice;A fear | A doubt about our relationship | A private struggle | A feeling I haven't found words for;connection;"{""connection"": -2, ""security"": -2}";partner_secret;Even in closeness, private spaces remain.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you know about yourself that you haven't told the person closest to you?;A fear | A doubt about our relationship | A private struggle | A feeling I haven't found words for;The next question goes deeper.;Even in closeness, private spaces remain.;The things we keep from those closest to us reveal the limits of even intimate sharing.;The Mirror;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P423;premium;question;rare;58;private;3;4;7;What private ritual or practice gives you something you haven't found anywhere else?;choice;A physical practice | A creative practice | A contemplative or silent practice | A sensory ritual;emotion;"{""emotion"": 3, ""independence"": 2}";private_ritual;Private rituals reveal personal sources of meaning.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What private ritual or practice gives you something you haven't found anywhere else?;A physical practice | A creative practice | A contemplative or silent practice | A sensory ritual;The next question goes deeper.;Private rituals reveal personal sources of meaning.;What gives you something unique through private practice is your own form of sustenance.;The Seeker;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P424;premium;question;uncommon;44;private;2;3;6;What truth have you told yourself privately that you've been too afraid to tell anyone else?;choice;About what I want | About a relationship | About myself | About something from my past;security;"{""security"": -3, ""emotion"": 3}";private_truth;Privately held truths are waiting.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What truth have you told yourself privately that you've been too afraid to tell anyone else?;About what I want | About a relationship | About myself | About something from my past;The next question goes deeper.;Privately held truths are waiting.;Some truths live only in private — and they're often the ones that most need a witness.;The Mirror;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P425;premium;question;rare;56;private;3;4;7;What kind of person do you become when you're completely alone for a long time?;choice;More myself | More anxious | More creative | More honest about what I need;independence;"{""independence"": 3, ""emotion"": 2}";solitude_self;Extended solitude reveals the unperformed self.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of person do you become when you're completely alone for a long time?;More myself | More anxious | More creative | More honest about what I need;The next question goes deeper.;Extended solitude reveals the unperformed self.;Who you become in extended solitude is closer to the base version of you.;The Observer;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P426;premium;question;uncommon;43;private;2;3;5;What is a private joy that you'd find hard to explain to most people?;choice;Something about small ordinary moments | Something sensory | Something intellectual | Something I've noticed about life;emotion;"{""emotion"": 3, ""curiosity"": 2}";private_joy;Private joys reveal authentic pleasures.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is a private joy that you'd find hard to explain to most people?;Something about small ordinary moments | Something sensory | Something intellectual | Something I've noticed about life;The next question goes deeper.;Private joys reveal authentic pleasures.;What brings private joy that's hard to explain is what gives pleasure without audience.;The Seeker;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P427;premium;question;rare;57;private;3;4;7;What is the most significant thing about yourself that you feel you've never adequately expressed?;choice;How much I feel | How much I care about certain things | What I want from life | Who I am underneath the roles I play;emotion;"{""emotion"": 4, ""connection"": -2}";unexpressed_self;The unexpressed self waits.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the most significant thing about yourself that you feel you've never adequately expressed?;How much I feel | How much I care about certain things | What I want from life | Who I am underneath the roles I play;The next question goes deeper.;The unexpressed self waits.;What you've never adequately expressed about yourself is what most wants a witness.;The Mirror;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P428;premium;question;uncommon;44;private;2;3;6;What is a fantasy about your life that you find it difficult to take seriously — but haven't let go of?;choice;A different kind of work | A different kind of relationship | A different version of where I live | A different version of who I am;emotion;"{""emotion"": 3, ""change"": 2}";held_fantasy;Held fantasies are often directions in disguise.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is a fantasy about your life that you find it difficult to take seriously — but haven't let go of?;A different kind of work | A different kind of relationship | A different version of where I live | A different version of who I am;The next question goes deeper.;Held fantasies are often directions in disguise.;The fantasies we can't take seriously but won't release are often closer to desires than we admit.;The Seeker;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P429;premium;question;rare;56;private;3;4;6;What is your private relationship to hope — honestly?;choice;I protect it carefully | I've become more cautious with it | I have less of it than I want | I find it harder to hold than it used to be;emotion;"{""emotion"": 3, ""security"": -2}";private_hope;Private relationship to hope is honest and important.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is your private relationship to hope — honestly?;I protect it carefully | I've become more cautious with it | I have less of it than I want | I find it harder to hold than it used to be;The next question goes deeper.;Private relationship to hope is honest and important.;What you truly believe about hope — not what you say — shapes how you live.;The Guardian;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P430;premium;question;uncommon;43;private;2;3;5;What do you need to believe about yourself to get through difficult periods?;choice;That I can adapt | That I'm not alone | That it will eventually pass | That I'm capable of more than the difficulty shows;security;"{""security"": 3, ""emotion"": 2}";coping_belief;What we need to believe in hard times reveals what holds us.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you need to believe about yourself to get through difficult periods?;That I can adapt | That I'm not alone | That it will eventually pass | That I'm capable of more than the difficulty shows;The next question goes deeper.;What we need to believe in hard times reveals what holds us.;The belief you need to keep functioning in difficulty is your psychological foundation.;The Anchor;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P431;premium;question;rare;57;private;3;4;7;What is your most complicated relationship with a part of yourself?;choice;With my ambition | With my emotions | With my need for others | With the gap between who I am and who I want to be;emotion;"{""emotion"": 4, ""security"": -2}";complicated_self;Complicated self-relationships reveal important inner dynamics.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is your most complicated relationship with a part of yourself?;With my ambition | With my emotions | With my need for others | With the gap between who I am and who I want to be;The next question goes deeper.;Complicated self-relationships reveal important inner dynamics.;The most complicated inner relationship is often where the most growth is available.;The Alchemist;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P432;premium;question;uncommon;44;private;2;3;6;What is the unspoken agreement you have with yourself about how you'll live?;choice;That I'll always try | That I'll prioritize the people I love | That I won't let fear make the decisions | That I'll keep looking for what's true;security;"{""security"": 2, ""independence"": 2}";life_agreement;Private life agreements reveal values.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the unspoken agreement you have with yourself about how you'll live?;That I'll always try | That I'll prioritize the people I love | That I won't let fear make the decisions | That I'll keep looking for what's true;The next question goes deeper.;Private life agreements reveal values.;The agreement you've made with yourself about how to live is a form of inner integrity.;The Guardian;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P433;premium;question;rare;58;private;3;4;7;What is the most honest version of what you're afraid of becoming?;choice;Someone who stopped caring | Someone who played it too safe | Someone who lost connection with what matters | Someone who was never fully themselves;emotion;"{""emotion"": 4, ""security"": -3}";feared_becoming;Fear of becoming is a guide.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the most honest version of what you're afraid of becoming?;Someone who stopped caring | Someone who played it too safe | Someone who lost connection with what matters | Someone who was never fully themselves;The next question goes deeper.;Fear of becoming is a guide.;What you're most afraid of becoming is often pointing toward what you most value.;The Observer;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P434;premium;question;uncommon;43;private;2;3;5;What private narrative do you maintain that helps you make sense of your life?;choice;That things happen for a reason | That difficulty builds capacity | That I'm moving toward something | That people are fundamentally worth caring about;security;"{""security"": 3, ""curiosity"": 2}";life_narrative;Private narratives provide coherence.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What private narrative do you maintain that helps you make sense of your life?;That things happen for a reason | That difficulty builds capacity | That I'm moving toward something | That people are fundamentally worth caring about;The next question goes deeper.;Private narratives provide coherence.;The story you privately tell to make sense of your life is a form of meaning-making.;The Anchor;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P435;premium;question;rare;56;private;3;4;7;What is the feeling you would most want to live in more — if you allowed yourself to?;choice;Ease | Wonder | Intimacy | Aliveness;emotion;"{""emotion"": 4, ""change"": 2}";desired_feeling;Desired feelings reveal what's currently missing.;none;low;0.7;premium secret human;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the feeling you would most want to live in more — if you allowed yourself to?;Ease | Wonder | Intimacy | Aliveness;The next question goes deeper.;Desired feelings reveal what's currently missing.;The feeling you'd live in more — if you gave yourself permission — is telling.;The Seeker;Secret Human;Secret Human;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P436;premium;question;uncommon;44;object;2;3;5;If you could only keep one object from your past, what would it be — and why?;choice;Something given to me | Something I made | Something that holds a memory | Something that represents who I was;emotion;"{""emotion"": 3, ""security"": 2}";object_attachment;Objects carry psychological weight.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could only keep one object from your past, what would it be — and why?;Something given to me | Something I made | Something that holds a memory | Something that represents who I was;The next question goes deeper.;Objects carry psychological weight.;What you'd preserve from your past reveals what you most value in your history.;The Anchor;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P437;premium;question;rare;56;object;3;4;7;Which of these would you choose if you could only have one?;choice;A home that felt completely safe | A work that felt completely meaningful | A relationship that felt completely real | A version of yourself you completely believed in;security;"{""security"": 3, ""emotion"": 3}";symbolic_choice;Symbolic choices reveal priorities.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which of these would you choose if you could only have one?;A home that felt completely safe | A work that felt completely meaningful | A relationship that felt completely real | A version of yourself you completely believed in;The next question goes deeper.;Symbolic choices reveal priorities.;What you'd choose among four fundamental goods reveals your hierarchy of needs.;The Guardian;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P438;premium;question;uncommon;43;object;2;3;5;If a fire were destroying your home and you could only take one thing — what would you take?;choice;An object with sentimental meaning | A practical object | Something irreplaceable by definition | I can't choose one thing;emotion;"{""emotion"": 3, ""security"": 2}";fire_choice;The fire scenario reveals priority.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If a fire were destroying your home and you could only take one thing — what would you take?;An object with sentimental meaning | A practical object | Something irreplaceable by definition | I can't choose one thing;The next question goes deeper.;The fire scenario reveals priority.;What you'd save from a fire reveals what you believe is truly irreplaceable.;The Seeker;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P439;premium;question;rare;55;object;3;4;6;Which gift would mean more to you — something expensive and impersonal, or something small and perfectly chosen?;binary;Expensive and impersonal | Small and perfectly chosen;connection;"{""connection"": 3, ""security"": -2}";gift_preference;Gift preference reveals what makes you feel seen.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which gift would mean more to you — something expensive and impersonal, or something small and perfectly chosen?;Expensive and impersonal | Small and perfectly chosen;The next question goes deeper.;Gift preference reveals what makes you feel seen.;How you value gifts reflects how you want to be known.;The Mirror;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P440;premium;question;uncommon;44;object;2;3;5;If you had to live with only one piece of art for the rest of your life — what would it be?;choice;Something that challenges me | Something that comforts me | Something that reminds me of a person | Something that represents beauty without function;emotion;"{""emotion"": 2, ""curiosity"": 2}";art_choice;Art preference reveals aesthetic and emotional values.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you had to live with only one piece of art for the rest of your life — what would it be?;Something that challenges me | Something that comforts me | Something that reminds me of a person | Something that represents beauty without function;The next question goes deeper.;Art preference reveals aesthetic and emotional values.;What you'd choose to live with in art reveals something about what you want present in your space.;The Seeker;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P441;premium;question;rare;57;object;3;4;7;Which would you choose: a room that perfectly reflects who you are now — or one that reflects who you're becoming?;binary;Who I am now | Who I'm becoming;change;"{""change"": 3, ""security"": -2}";self_representation;Space preferences reveal present vs. future orientation.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which would you choose: a room that perfectly reflects who you are now — or one that reflects who you're becoming?;Who I am now | Who I'm becoming;The next question goes deeper.;Space preferences reveal present vs. future orientation.;Choosing between who you are and who you're becoming is a real question about where you live.;The Pathfinder;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P442;premium;question;uncommon;43;object;2;3;5;Which would you preserve if you had to destroy one: a photograph of a perfect day, or a letter from someone who is gone?;binary;The photograph of a perfect day | The letter from someone who is gone;emotion;"{""emotion"": 3, ""connection"": 3}";preservation_choice;What we'd preserve reveals what we most value holding.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which would you preserve if you had to destroy one: a photograph of a perfect day, or a letter from someone who is gone?;The photograph of a perfect day | The letter from someone who is gone;The next question goes deeper.;What we'd preserve reveals what we most value holding.;The choice of what to preserve in memory is a form of value statement.;The Anchor;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P443;premium;question;rare;56;object;3;4;6;If you could give one object to someone you love as a way of being fully understood — what would you give?;choice;Something that represents my inner world | Something that shows what I've survived | Something that reveals what I care most about | Something I've never shown anyone;connection;"{""connection"": 3, ""security"": -2}";understanding_object;The object we'd give for full understanding reveals what we want known.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could give one object to someone you love as a way of being fully understood — what would you give?;Something that represents my inner world | Something that shows what I've survived | Something that reveals what I care most about | Something I've never shown anyone;The next question goes deeper.;The object we'd give for full understanding reveals what we want known.;What you'd give to be fully known reveals what you feel is most unseen.;The Mirror;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P444;premium;question;uncommon;44;object;2;3;5;Which room in a house most represents your inner life?;choice;A library or study | A bedroom | A kitchen | A room that's slightly outside the rest;curiosity;"{""curiosity"": 2, ""security"": 2}";room_preference;Room preference reveals psychological needs.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which room in a house most represents your inner life?;A library or study | A bedroom | A kitchen | A room that's slightly outside the rest;The next question goes deeper.;Room preference reveals psychological needs.;The room you're most drawn to in a house reflects what you need most.;The Observer;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P445;premium;question;rare;57;object;3;4;6;If you could wear one thing that expressed everything about who you are — with no judgment — what would it be?;choice;Something almost invisible | Something unusual and specific | Something protective | Something made for one other person;emotion;"{""emotion"": 2, ""independence"": 2}";expression_object;Clothing as expression reveals identity.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could wear one thing that expressed everything about who you are — with no judgment — what would it be?;Something almost invisible | Something unusual and specific | Something protective | Something made for one other person;The next question goes deeper.;Clothing as expression reveals identity.;What you'd wear to express yourself without judgment reveals what you currently conceal.;The Rebel;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P446;premium;question;uncommon;43;object;2;3;5;Which object from your childhood home do you most wish you still had?;choice;Something that belonged to someone I love | Something I made | Something that gave me a specific feeling | Something I lost;emotion;"{""emotion"": 3, ""security"": 2}";childhood_object;Childhood objects hold attachment.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which object from your childhood home do you most wish you still had?;Something that belonged to someone I love | Something I made | Something that gave me a specific feeling | Something I lost;The next question goes deeper.;Childhood objects hold attachment.;What we miss from childhood objects is rarely about the thing itself.;The Anchor;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P447;premium;question;rare;55;object;3;4;6;If you could give your future self one thing right now — what would it be?;choice;More courage | More patience | More certainty | More presence;change;"{""change"": 2, ""emotion"": 2}";future_gift;What you'd give your future self reveals what you feel currently limited by.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could give your future self one thing right now — what would it be?;More courage | More patience | More certainty | More presence;The next question goes deeper.;What you'd give your future self reveals what you feel currently limited by.;The gift to your future self is the resource you feel most lacking.;The Pathfinder;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P448;premium;question;uncommon;44;object;2;3;5;Which would you choose: a book that predicts your future, or one that fully explains your past?;binary;A book that predicts my future | One that fully explains my past;curiosity;"{""curiosity"": 3, ""security"": 2}";past_vs_future;Preference for past explanation vs. future prediction reveals orientation.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which would you choose: a book that predicts your future, or one that fully explains your past?;A book that predicts my future | One that fully explains my past;The next question goes deeper.;Preference for past explanation vs. future prediction reveals orientation.;Whether you'd rather understand your past or know your future reveals your relationship to time.;The Observer;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P449;premium;question;rare;56;object;3;4;7;If you could possess one thing that represented pure freedom — what would it be?;choice;A means of transportation | No obligations for a defined period | A different identity for a day | Complete financial security for life;independence;"{""independence"": 3, ""security"": -2}";freedom_object;Freedom symbol reveals what constrains.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could possess one thing that represented pure freedom — what would it be?;A means of transportation | No obligations for a defined period | A different identity for a day | Complete financial security for life;The next question goes deeper.;Freedom symbol reveals what constrains.;What represents freedom to you reveals what feels like confinement.;The Rebel;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P450;premium;question;uncommon;43;object;2;3;5;Which would you choose: to have created one great thing — or to have loved one person completely?;binary;To have created one great thing | To have loved one person completely;connection;"{""connection"": 3, ""independence"": -2}";creation_vs_love;The creation-love choice reveals fundamental values.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which would you choose: to have created one great thing — or to have loved one person completely?;To have created one great thing | To have loved one person completely;The next question goes deeper.;The creation-love choice reveals fundamental values.;Whether you'd choose a great creation or a great love reveals which kind of meaning sits deepest.;The Seeker;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P451;premium;question;rare;57;object;3;4;6;What object in your current life holds the most psychological meaning — and what does it represent?;choice;Something given to me by someone important | Something I chose in a defining moment | Something worn or carried daily | Something I've moved with me through many changes;emotion;"{""emotion"": 3, ""security"": 2}";current_object;Current meaning objects reveal active values.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What object in your current life holds the most psychological meaning — and what does it represent?;Something given to me by someone important | Something I chose in a defining moment | Something worn or carried daily | Something I've moved with me through many changes;The next question goes deeper.;Current meaning objects reveal active values.;The object you'd name as most meaningful right now tells you what's currently centering you.;The Anchor;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P452;premium;question;uncommon;44;object;2;3;5;If you could only pass one thing to the next generation — what would it be?;choice;A belief | A practice | An object | A story;connection;"{""connection"": 2, ""emotion"": 2}";legacy_object;Legacy objects reveal deepest values.;none;low;0.7;premium object choice;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you could only pass one thing to the next generation — what would it be?;A belief | A practice | An object | A story;The next question goes deeper.;Legacy objects reveal deepest values.;What you'd pass forward reveals what you believe matters most across time.;The Guardian;Object Choice;Object Choice;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
