id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl
TO99-0011;1.3;question;epic;82;relacje;3;4;4;Czy łatwiej Ci odejść od kogoś, czy zostać za długo?;choice_ab;Odejść | Zostać za długo;"Belonging;Independence;Emotion";"{""belonging"": 3, ""independence"": -3, ""emotion"": 3}";response_time;Tu ważna jest granica między lojalnością a przywiązaniem.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Belonging, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Belonging, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0012;1.3;question;epic;81;praca;3;3;4;Czy bardziej męczy Cię sama praca, czy poczucie, że nie prowadzi Cię tam, gdzie chcesz?;choice_ab;Sama praca | Brak kierunku;"Future;Builder;Idealism";"{""future"": 4, ""builder"": 2, ""idealism"": 3}";response_time;To pytanie pomaga odróżnić zmęczenie od utraty sensu.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Future, Builder.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Future, Builder. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0013;1.3;question;epic;80;pieniądze;3;3;4;Czy większy spokój dałaby Ci większa ilość pieniędzy, czy mniejsze potrzeby?;choice_ab;Więcej pieniędzy | Mniejsze potrzeby;"Security;Pragmatism;Nature";"{""security"": 4, ""pragmatism"": 3, ""nature"": 2}";response_time;Wynik pokazuje, czy Twój profil szuka bezpieczeństwa przez zasób, czy przez odpuszczenie.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Security, Pragmatism.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Security, Pragmatism. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0014;1.3;question;epic;79;samotność;4;4;4;Czy kiedykolwiek udawałeś, że jesteś zajęty, żeby nikt nie zauważył, że jesteś sam?;choice_3;Tak | Nie | Zdarzyło się;"Belonging;Guardedness;Emotion";"{""belonging"": 4, ""guardedness"": 4, ""emotion"": 3}";response_time;To pytanie mocno wpływa na Hidden Profile, bo dotyka społecznej maski.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Belonging, Guardedness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Belonging, Guardedness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0015;1.3;question;epic;78;kontrola;3;3;4;Czy czujesz ulgę, gdy ktoś inny podejmie decyzję za Ciebie?;choice_3;Tak | Nie | Tylko czasami;"Control;Belonging;Hesitation";"{""control"": -3, ""belonging"": 2, ""hesitation"": 2}";response_time;Odpowiedź pokazuje relację między kontrolą a zmęczeniem wyborem.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Control, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Control, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0016;1.3;question;epic;77;marzenia;3;4;4;Czy bardziej tęsknisz za przyszłością, której jeszcze nie ma, czy za przeszłością, której już nie odzyskasz?;choice_ab;Za przyszłością | Za przeszłością;"Future;Present;Transformation";"{""future"": 4, ""present"": -3, ""transformation"": 3}";response_time;To pytanie rozdziela nostalgię od głodu zmiany.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Future, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Future, Present. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0017;1.3;question;epic;76;technologia;2;3;4;Czy technologia częściej daje Ci poczucie mocy, czy poczucie, że nie nadążasz?;choice_ab;Mocy | Nie nadążam;"Technology;Security;Future";"{""technology"": 5, ""security"": 2, ""future"": 2}";response_time;To pytanie ma mierzyć realny stosunek do technologii, nie samo używanie urządzeń.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Technology, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Technology, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0018;1.3;question;epic;75;natura;2;3;4;Czy w naturze czujesz bardziej spokój, czy nudę?;choice_ab;Spokój | Nudę;"Nature;Present;Curiosity";"{""nature"": 5, ""present"": 3, ""curiosity"": -1}";response_time;Proste pytanie osiowe. Bez abstrakcji typu 'sprawy natury'.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Nature, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Nature, Present. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0019;1.3;question;epic;74;działanie;3;3;4;Czy częściej żałujesz, że coś zrobiłeś, czy że nie zrobiłeś nic?;choice_ab;Że zrobiłem | Że nie zrobiłem;"Action;Observation;Transformation";"{""action"": 4, ""observation"": -3, ""transformation"": 3}";response_time;To pytanie odróżnia impulsywność od paraliżu decyzyjnego.;none;safe;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Action, Observation.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Action, Observation. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0020;1.3;question;epic;73;tożsamość;3;4;4;Czy masz w sobie wersję siebie, którą ukrywasz nawet przed bliskimi?;choice_3;Tak | Nie | Nie umiem powiedzieć;"Openness;Guardedness;Belonging";"{""openness"": -3, ""guardedness"": 5, ""belonging"": 2}";"response_time;skip";Silne pytanie do Hidden Profile, ale bez wymuszania wyznania.;none;sensitive;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Openness, Guardedness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Openness, Guardedness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0021;1.3;question;epic;72;moralność;4;3;4;Czy prawda jest ważniejsza od spokoju?;choice_3;Tak | Nie | To zależy od ceny prawdy;"Idealism;Emotion;Control";"{""idealism"": 4, ""emotion"": 2, ""control"": 2}";response_time;Klasyczne pytanie konfliktowe. Dobre do spójności profilu.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Idealism, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Idealism, Emotion. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0022;1.3;question;epic;71;rodzina;4;4;4;Czy w Twojej rodzinie są tematy, których nikt nie rusza, choć wszyscy wiedzą, że istnieją?;choice_3;Tak | Nie | Chyba tak;"Guardedness;Belonging;Emotion";"{""guardedness"": 4, ""belonging"": 3, ""emotion"": 3}";response_time;Buduje zaangażowanie bez proszenia o opis prywatnej historii.;none;sensitive;3;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Guardedness, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Guardedness, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0023;1.3;question;epic;70;sukces;2;3;4;Czy sukces bez uznania innych nadal byłby dla Ciebie sukcesem?;choice_3;Tak | Nie | Nie wiem;"Independence;Belonging;Builder";"{""independence"": 4, ""belonging"": -3, ""builder"": 2}";response_time;Dobre pytanie do różnicy między ambicją wewnętrzną a społeczną.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 30, ""secondary_percent"": 19, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 30% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Independence, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 30% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Independence, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0024;1.3;question;epic;69;lęk;3;3;4;Czy łatwiej Ci zacząć coś nowego, czy zakończyć coś starego?;choice_ab;Zacząć nowe | Zakończyć stare;"Curiosity;Transformation;Stability";"{""curiosity"": 3, ""transformation"": 4, ""stability"": -3}";response_time;Często ujawnia, czy profil ma więcej głodu początku, czy odwagi domknięcia.;none;safe;2;;profile_fracture;4;polarized_split;axis_movement;archetype_fragment;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 28, ""secondary_percent"": 35, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 28% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Curiosity, Transformation.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Odkryto: fragment archetypu +1.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""profile_fracture""}";Tylko 28% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Curiosity, Transformation. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Odkryto: fragment archetypu +1. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0025;1.3;question;rare;65;relacje;2;3;3;Czy umiesz przyznać, że kogoś potrzebujesz?;choice_3;Tak | Nie | Tylko w wyjątkowych sytuacjach;"Belonging;Independence;Openness";"{""belonging"": 3, ""independence"": -2, ""openness"": 3}";response_time;Krótki test relacyjnej otwartości.;none;safe;2;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 29, ""secondary_percent"": 27, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""29% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Belonging, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""relacje\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"29% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Belonging, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu."
TO99-0026;1.3;question;rare;64;relacje;2;3;3;Czy szybciej wybaczasz innym, czy sobie?;choice_ab;Innym | Sobie;"Emotion;Idealism;Consistency";"{""emotion"": 3, ""idealism"": 2, ""consistency"": 1}";response_time;Wynik pomaga budować mapę surowości wobec siebie.;none;safe;2;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 29, ""secondary_percent"": 27, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""29% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Emotion, Idealism.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""relacje\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"29% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Emotion, Idealism. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""relacje"" zwiększy dokładność Twojego profilu."
TO99-0027;1.3;question;rare;63;samotność;3;3;3;Czy cisza w domu częściej Cię uspokaja, czy przygniata?;choice_ab;Uspokaja | Przygniata;"Present;Emotion;Belonging";"{""present"": 3, ""emotion"": 3, ""belonging"": 2}";response_time;Pytanie o samotność bez bezpośredniego słowa 'samotność'.;none;safe;2;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""samotność"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 29, ""secondary_percent"": 27, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""29% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""samotność\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"29% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Present, Emotion. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""samotność"" zwiększy dokładność Twojego profilu."
TO99-0028;1.3;question;rare;62;tożsamość;2;3;3;Czy bardziej chcesz być zrozumiany, czy podziwiany?;choice_ab;Zrozumiany | Podziwiany;"Belonging;Emotion;Independence";"{""belonging"": 3, ""emotion"": 3, ""independence"": 1}";response_time;Dobre pytanie do profilu społecznego.;none;safe;2;;rarity_axis;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""tożsamość"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 29, ""secondary_percent"": 27, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""29% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Belonging, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""tożsamość\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""rarity_axis""}";"29% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Belonging, Emotion. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""tożsamość"" zwiększy dokładność Twojego profilu."
