id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category
TO99-0349;2.0;question;rare;56;identity;3;4;5;Is there a compliment you've received that you still haven't been able to fully accept?;choice;Yes | No | I've accepted most;"Emotion;Security";"{""emotion"": 5, ""security"": 4}";"{""Emotion"":2,""security"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What resists accepting it?;"{""primary_percent"":60,""secondary_percent"":28}";;;Is there a compliment you've received that you still haven't been able to fully accept?;Yes | No | I've accepted most;What resists accepting it?;Unaccepted praise reveals self-model gaps.;Unaccepted praise noted.;unaccepted_praise;Hidden Contradiction;identity
TO99-0350;2.0;question;rare;67;fear;3;4;5;Is there something you have been holding space for in your life — a possibility — that you've been afraid to either pursue or release?;choice;Yes | No | I'm not sure what to call it;"Curiosity;Security";"{""curiosity"": 5, ""security"": 4}";"{""curiosity"":2,""change"":2}";;self_report;3;2;;profile_movement;5;percentage;hidden;rare;What keeps it in suspension?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there something you have been holding space for in your life — a possibility — that you've been afraid to either pursue or release?;Yes | No | I'm not sure what to call it;What keeps it in suspension?;The suspended possibility.;Suspended possibility found.;suspended_possibility;Risk Gate;fear
TO99-0351;2.0;question;standard;19;identity;1;2;3;Do you feel uncomfortable being praised publicly?;choice;Yes | No | Sometimes;"Emotion;Security";"{""emotion"": 3, ""security"": 2}";"{""Emotion"":1,""security"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What happens inside you?;"{""primary_percent"":52,""secondary_percent"":35}";;;Do you feel uncomfortable being praised publicly?;Yes | No | Sometimes;What happens inside you?;Public praise discomfort maps visibility tolerance.;Visibility tolerance noted.;praise_discomfort;Social Mirror;identity
TO99-0352;2.0;question;standard;21;relationships;2;3;3;Are you better at giving or receiving care when someone you love is struggling?;choice;Giving | Receiving | Equal;"Emotion;Connection";"{""emotion"": 3, ""connection"": 2}";"{""Emotion"":2,""connection"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What makes the harder one hard?;"{""primary_percent"":55,""secondary_percent"":32}";;;Are you better at giving or receiving care when someone you love is struggling?;Giving | Receiving | Equal;What makes the harder one hard?;Care direction asymmetry reveals emotional patterns.;Care direction noted.;care_direction;Social Mirror;relationships
TO99-0353;2.0;question;standard;16;decisions;1;2;3;Do you prefer to have many options or fewer, clearer ones?;choice;Many options | Fewer and clearer | Depends;"Curiosity;Control";"{""curiosity"": 3, ""control"": 2}";"{""curiosity"":1,""control"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What does your choice say about your decision style?;"{""primary_percent"":30,""secondary_percent"":55}";;;Do you prefer to have many options or fewer, clearer ones?;Many options | Fewer and clearer | Depends;What does your choice say about your decision style?;Option preference maps cognitive orientation.;Option preference noted.;option_preference;Control Gate;decisions
TO99-0354;2.0;question;standard;24;identity;2;3;3;When you're in a group, do you usually speak first or wait to see where things go?;choice;Speak first | Wait | Depends on the group;"Control;Connection";"{""control"": 3, ""connection"": 2}";"{""control"":1,""connection"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What makes you choose the other mode?;"{""primary_percent"":38,""secondary_percent"":48}";;;When you're in a group, do you usually speak first or wait to see where things go?;Speak first | Wait | Depends on the group;What makes you choose the other mode?;Group entry behavior reveals social orientation.;Group orientation noted.;group_orientation;Social Mirror;identity
TO99-0355;2.0;question;standard;13;values;1;2;2;Do you believe people can fundamentally change?;choice;Yes | No | Only in certain ways;"Change;Security";"{""change"": 2, ""security"": 1}";"{""change"":1,""security"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;Has your belief ever been tested?;"{""primary_percent"":58,""secondary_percent"":28}";;;Do you believe people can fundamentally change?;Yes | No | Only in certain ways;Has your belief ever been tested?;Belief in change maps developmental view.;Change belief noted.;change_belief;Moral Dilemma;values
TO99-0356;2.0;question;standard;17;decisions;1;2;3;Do you usually make plans or prefer to see what happens?;choice;Make plans | See what happens | Mix;"Control;Curiosity";"{""control"": 3, ""curiosity"": 2}";"{""control"":1,""curiosity"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What does unplanned space feel like?;"{""primary_percent"":42,""secondary_percent"":40}";;;Do you usually make plans or prefer to see what happens?;Make plans | See what happens | Mix;What does unplanned space feel like?;Planning vs openness maps temporal orientation.;Planning orientation noted.;planning_vs_openness;Control Gate;decisions
TO99-0357;2.0;question;standard;11;identity;1;1;2;When you achieve something, is your first instinct to share it or keep it private?;choice;Share | Keep private | Depends;"Emotion;Connection";"{""emotion"": 2, ""connection"": 1}";"{""Emotion"":1,""independence"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What changes your instinct?;"{""primary_percent"":45,""secondary_percent"":42}";;;When you achieve something, is your first instinct to share it or keep it private?;Share | Keep private | Depends;What changes your instinct?;Achievement sharing style maps connection need.;Achievement sharing noted.;achievement_sharing;Social Mirror;identity
TO99-0358;2.0;question;standard;20;relationships;2;3;3;Do you find it easier to love people who need you or people who are self-sufficient?;choice;Who need me | Who are self-sufficient | Equal;"Emotion;Connection";"{""emotion"": 3, ""connection"": 2}";"{""Emotion"":2,""connection"":2}";;self_report;2;1;;profile_movement;3;percentage;visible;standard;What does that tell you?;"{""primary_percent"":35,""secondary_percent"":48}";;;Do you find it easier to love people who need you or people who are self-sufficient?;Who need me | Who are self-sufficient | Equal;What does that tell you?;Dependency preference in love maps attachment needs.;Love dependency pattern noted.;love_dependency;Social Mirror;relationships
TO99-0359;2.0;question;standard;23;identity;2;3;3;Is there something you do that you've never been able to fully explain, even to yourself?;choice;Yes | No | Maybe;"Emotion;Security";"{""emotion"": 3, ""security"": 2}";"{""Emotion"":1,""curiosity"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What is the closest you've gotten to explaining it?;"{""primary_percent"":68,""secondary_percent"":22}";;;Is there something you do that you've never been able to fully explain, even to yourself?;Yes | No | Maybe;What is the closest you've gotten to explaining it?;Inexplicable behavior is often deeply informative.;Inexplicable behavior noted.;inexplicable_behavior;Shadow Question;identity
TO99-0360;2.0;question;standard;14;fear;1;2;3;Do you tend to worry more about the future or regret more about the past?;choice;Worry about future | Regret the past | Equal;"Security;Change";"{""security"": 3, ""change"": 2}";"{""security"":1,""change"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What does the dominant direction cost you?;"{""primary_percent"":48,""secondary_percent"":38}";;;Do you tend to worry more about the future or regret more about the past?;Worry about future | Regret the past | Equal;What does the dominant direction cost you?;Temporal orientation maps anxiety style.;Time anxiety direction noted.;time_anxiety;Memory Trace;fear
