content_id,theme,theme_description,curiosity_security,logic_emotion,independence_belonging,observation_action,present_future,spontaneity_control,pragmatism_idealism,stability_transformation,nature_technology,creator_builder,emotional_intensity,privacy_level,vulnerability_level,contradiction_probe,shadow_probe,mask_core_probe,relationship_relevance,option_A_strength,option_B_strength,option_C_strength,option_D_strength
semantic_v3_q0342,emotional_exposure,Emotional openness and disclosure,0.0127,1.0557,0.2115,-0.373,0.1533,-0.0848,0.2392,0.1401,-0.0882,-0.0668,0.917,0.822,0.887,1,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0343,belonging_autonomy,"Belonging, independence, social alignment",0.1851,0.3873,0.8269,0.081,0.1222,-0.092,0.146,0.2352,-0.0368,0.0115,0.434,0.365,0.412,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0344,act_or_observe,Action versus observation,0.1153,0.3474,0.2282,0.676,0.1659,-0.1723,0.0528,0.0125,-0.0572,0.1545,0.504,0.203,0.408,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0345,future_orientation,Future planning and long-range identity,0.1424,-0.1742,0.2129,0.1353,0.7377,0.4682,0.08,0.0915,0.2463,0.2859,0.417,0.233,0.358,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0346,control_spontaneity,"Control, planning, certainty",-0.0327,0.0216,0.0567,0.0162,0.1984,1.0116,-0.2091,-0.3151,-0.1418,0.0577,0.347,0.277,0.325,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0347,values_idealism,Pragmatism versus ideals,0.0948,0.2684,0.0331,0.1273,0.2784,0.0602,1.038,0.2653,-0.1974,-0.1321,0.242,0.392,0.29,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0348,change_stability,Transformation versus stability,0.3737,-0.0366,-0.0156,0.1082,0.422,-0.4301,0.2733,0.9912,-0.0916,-0.1602,0.33,0.124,0.264,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0349,nature_technology,"Nature, technology and attention direction",0.2152,0.1414,0.0034,-0.0661,0.14,0.0869,0.0267,0.25,0.6156,0.11,0.328,0.224,0.295,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0350,creator_builder,Ideas versus execution,0.2997,-0.1345,-0.0369,0.1633,0.2715,0.2077,0.1757,-0.0146,0.2141,1.1582,0.28,0.308,0.289,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0351,taboo_private,Private self-disclosure,0.1169,0.5047,0.2816,-0.1418,-0.1753,0.1399,0.3807,0.099,-0.1884,-0.0087,0.576,0.744,0.63,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0352,contradiction_probe,Conflict between declared and behavioral identity,0.243,0.3643,-0.158,0.2427,0.0233,0.2486,0.3225,0.2889,-0.1126,-0.1235,0.469,0.243,0.397,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0353,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0413,0.7627,0.8098,-0.0893,0.1184,0.2813,0.2448,-0.1794,-0.1665,0.0752,0.548,0.77,0.619,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0354,solitude_social_energy,"Solitude, belonging and social recovery",-0.0571,0.3426,0.592,-0.3845,-0.0178,0.3664,0.1902,-0.2827,0.031,-0.1248,0.395,0.404,0.398,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0355,execution_pressure,"Pressure, performance and follow-through",0.1128,-0.5157,-0.1666,0.9967,0.3999,0.4664,-0.3406,-0.1204,0.3035,1.0203,0.404,0.144,0.321,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0356,moral_choice,Ethical tension and ideal/practical tradeoff,0.0687,0.4169,0.1247,0.1488,0.0496,0.144,0.9199,0.091,-0.0915,0.1671,0.589,0.309,0.499,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0357,attention_style,"Attention, novelty and depth",0.7693,0.0023,-0.028,-0.5186,0.4512,-0.0758,0.2034,0.4357,0.2518,-0.3794,0.228,0.466,0.304,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0358,comfort_zone,"Stability, safety and familiar patterns",-0.6141,0.2182,0.3476,-0.083,-0.4277,0.7168,-0.2438,-1.0622,-0.3298,0.3861,0.299,0.334,0.31,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0359,digital_nature_tension,Digital life versus natural grounding,0.1199,-0.0569,-0.074,-0.08,0.0357,0.057,0.01,0.0238,1.0339,0.0559,0.422,0.05,0.303,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0360,identity_mask,"Self-presentation, masking and private core",0.1051,0.526,0.3614,-0.1433,0.024,0.2372,0.4063,0.1466,-0.1088,-0.0684,0.676,0.65,0.668,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0361,risk_discovery,Curiosity vs security under uncertainty,0.9166,-0.0422,-0.0927,0.1266,0.3404,-0.2245,0.1004,0.5825,0.2805,0.2072,0.363,0.251,0.327,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0362,emotional_exposure,Emotional openness and disclosure,-0.022,0.939,0.2719,-0.1598,-0.0986,0.3124,0.3607,0.1383,-0.474,-0.1686,0.669,0.815,0.716,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0363,belonging_autonomy,"Belonging, independence, social alignment",0.1727,0.0765,1.0335,0.1021,0.0003,0.1334,0.0518,-0.1869,-0.0144,0.0297,0.153,0.267,0.189,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0364,act_or_observe,Action versus observation,0.18,-0.039,-0.0984,0.9562,0.1476,-0.1391,-0.0357,0.1538,-0.0587,0.3532,0.166,0.407,0.243,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0365,future_orientation,Future planning and long-range identity,0.1297,-0.0493,-0.0492,0.0342,1.0196,0.4858,0.3668,0.3188,0.1072,0.2584,0.131,0.148,0.136,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0366,control_spontaneity,"Control, planning, certainty",-0.0648,-0.1676,0.1556,0.0679,0.3268,1.0937,-0.2328,-0.2872,-0.1273,0.2896,0.509,0.289,0.439,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0367,values_idealism,Pragmatism versus ideals,0.1107,0.2147,-0.0839,-0.005,0.3969,-0.0616,1.0466,0.1872,-0.1145,-0.1591,0.481,0.448,0.47,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0368,change_stability,Transformation versus stability,0.2463,0.3147,0.101,0.0654,0.3078,-0.3235,0.2969,0.7983,0.0153,0.0301,0.306,0.513,0.372,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0369,nature_technology,"Nature, technology and attention direction",0.1336,0.0228,-0.132,0.1994,0.079,-0.005,-0.2376,-0.1802,1.0222,0.3055,0.202,0.206,0.203,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0370,creator_builder,Ideas versus execution,0.3459,0.0723,-0.118,0.1283,0.1338,0.196,0.3305,0.0603,-0.0151,0.8981,0.411,0.287,0.371,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0371,taboo_private,Private self-disclosure,0.0865,0.7319,0.2091,-0.0427,-0.0419,0.0411,0.2923,0.3293,-0.2867,0.0332,0.561,0.802,0.638,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0372,contradiction_probe,Conflict between declared and behavioral identity,0.2982,0.5267,-0.1256,0.0951,0.3793,0.1432,0.3338,0.2902,-0.2075,0.3588,0.54,0.49,0.524,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0373,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.158,0.6022,0.7072,-0.0368,0.1718,0.1084,0.1887,-0.1497,-0.2713,-0.0191,0.47,1,0.64,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0374,solitude_social_energy,"Solitude, belonging and social recovery",0.1683,0.2349,0.9202,-0.4945,0.0376,0.3612,0.0869,-0.0313,-0.0931,-0.1042,0.353,0.558,0.419,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0375,execution_pressure,"Pressure, performance and follow-through",-0.2814,-0.4746,-0.1748,0.6742,0.4089,0.5148,-0.3159,-0.2241,-0.0209,0.8193,0.394,0.373,0.387,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0376,moral_choice,Ethical tension and ideal/practical tradeoff,0.2122,0.1471,0.0214,0.093,0.1814,-0.196,0.8152,0.2697,-0.1552,0.1449,0.175,0.266,0.204,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0377,attention_style,"Attention, novelty and depth",0.88,-0.3713,-0.1069,-0.5026,0.3414,-0.1029,0.2839,0.4517,0.2631,-0.4121,0.326,0.282,0.312,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0378,comfort_zone,"Stability, safety and familiar patterns",-0.4086,0.1122,0.3144,-0.1223,-0.286,0.3784,0.0039,-0.6452,-0.1992,0.1805,0.148,0.402,0.229,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0379,digital_nature_tension,Digital life versus natural grounding,0.2386,0.0357,0.0185,-0.0885,0.1716,0.1258,0.0469,0.0408,0.6972,0.0489,0.15,0.264,0.186,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0380,identity_mask,"Self-presentation, masking and private core",0.1135,0.5453,0.3075,0.0015,0.2123,0.1537,0.1945,0.2388,-0.1203,-0.2009,0.577,0.506,0.554,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0381,risk_discovery,Curiosity vs security under uncertainty,0.9951,-0.095,-0.0019,0.2256,0.4434,-0.4227,-0.0135,0.7601,-0.0065,-0.1136,0.214,0.112,0.181,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0382,emotional_exposure,Emotional openness and disclosure,-0.0994,0.9388,0.3401,-0.0948,0.1363,0.2369,0.3792,0.0895,-0.1084,-0.0953,0.751,0.649,0.718,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0383,belonging_autonomy,"Belonging, independence, social alignment",0.1093,0.2738,1.1175,-0.1222,-0.0408,0.277,0.1114,-0.1573,0.0296,0.0377,0.537,0.307,0.463,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0384,act_or_observe,Action versus observation,0.0003,-0.0357,-0.1125,0.9731,0.0907,-0.1671,-0.102,0.1277,-0.0628,0.3178,0.303,0.528,0.375,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0385,future_orientation,Future planning and long-range identity,0.2586,-0.1209,0.2414,0.1443,0.9033,0.4116,0.1664,0.0909,0.2239,0.1936,0.41,0.297,0.374,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0386,control_spontaneity,"Control, planning, certainty",-0.0292,-0.1585,-0.0343,0.0221,0.0222,0.9342,-0.2177,-0.4461,0.1308,0.309,0.445,0.427,0.439,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0387,values_idealism,Pragmatism versus ideals,-0.0095,0.2553,0.0503,-0.0823,0.0136,0.0052,0.709,-0.021,-0.3034,0.098,0.279,0.05,0.206,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0388,change_stability,Transformation versus stability,0.2007,-0.015,0.0226,0.0161,0.3571,-0.1668,0.1904,0.7442,-0.0001,0.0812,0.413,0.389,0.405,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0389,nature_technology,"Nature, technology and attention direction",0.0765,0.0669,0.0397,-0.0078,0.0082,0.067,0.1168,0.0657,0.7813,0.2692,0.393,0.361,0.383,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0390,creator_builder,Ideas versus execution,0.1843,0.0467,0.1918,0.3255,0.3651,0.1265,0.2448,0.0219,0.0757,1.0192,0.113,0.132,0.119,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0391,taboo_private,Private self-disclosure,0.2537,0.6033,0.24,-0.1544,-0.0251,0.1666,0.3137,0.083,-0.0109,-0.1847,0.626,0.986,0.741,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0392,contradiction_probe,Conflict between declared and behavioral identity,0.2914,0.4206,-0.1507,-0.0398,0.258,0.2414,0.3541,0.3668,-0.1023,-0.0353,0.649,0.478,0.594,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0393,relationship_boundaries,"Trust, intimacy and personal boundaries",0.0226,0.6551,0.5484,-0.0775,0.1367,0.3663,0.3488,-0.1687,-0.1049,0.059,0.737,0.82,0.764,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0394,solitude_social_energy,"Solitude, belonging and social recovery",0.2565,0.1527,0.5415,-0.4247,0.078,0.214,0.2489,-0.0223,-0.0603,-0.2055,0.251,0.239,0.247,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0395,execution_pressure,"Pressure, performance and follow-through",0.2097,-0.3866,-0.198,0.8665,0.5176,0.4861,-0.2704,-0.1401,0.0979,0.8795,0.49,0.308,0.432,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0396,moral_choice,Ethical tension and ideal/practical tradeoff,0.0474,0.2439,0.1584,-0.06,0.1282,0.1005,1.0353,0.1287,-0.1169,0.275,0.244,0.326,0.27,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0397,attention_style,"Attention, novelty and depth",0.749,-0.0772,-0.1947,-0.4081,0.4293,-0.1448,0.2448,0.4061,0.069,-0.4046,0.143,0.411,0.229,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0398,comfort_zone,"Stability, safety and familiar patterns",-0.4789,0.2592,0.3114,-0.2172,-0.4018,0.6252,-0.1308,-0.7924,-0.4587,0.188,0.233,0.126,0.199,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0399,digital_nature_tension,Digital life versus natural grounding,0.1131,-0.1084,-0.0946,-0.0093,0.2405,-0.0149,-0.1179,0.2614,0.9597,0.2821,0.26,0.47,0.327,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0400,identity_mask,"Self-presentation, masking and private core",0.1028,0.5715,0.3661,-0.0532,0.032,0.1281,0.2384,0.0587,0.0593,-0.0103,0.697,0.75,0.714,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0401,risk_discovery,Curiosity vs security under uncertainty,1.0586,-0.0701,0.0069,0.3709,0.256,-0.5778,0.0979,0.7394,-0.0132,-0.058,0.253,0.393,0.298,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0402,emotional_exposure,Emotional openness and disclosure,0.0065,1.065,0.4518,-0.4143,0.0413,0.1269,0.4732,0.2411,-0.1961,-0.1252,0.828,0.869,0.841,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0403,belonging_autonomy,"Belonging, independence, social alignment",0.1342,0.1126,0.9113,-0.0162,0.028,0.3801,0.1458,-0.096,0.1708,0.0907,0.466,0.082,0.343,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0404,act_or_observe,Action versus observation,0.0679,0.1745,-0.0017,0.6902,0.3062,-0.0271,0.0842,0.2898,-0.0265,0.1661,0.301,0.315,0.305,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0405,future_orientation,Future planning and long-range identity,0.2168,-0.0327,0.1564,0.0383,0.7522,0.4069,0.0774,0.2979,0.258,0.0904,0.378,0.602,0.45,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0406,control_spontaneity,"Control, planning, certainty",0.0053,0.1054,0.1257,0.0553,0.085,0.9452,0.0917,-0.1563,-0.0368,0.0376,0.472,0.735,0.556,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0407,values_idealism,Pragmatism versus ideals,0.0729,0.0175,0.1395,0.1087,-0.0484,-0.0219,1.0171,0.1846,-0.1175,-0.0905,0.308,0.231,0.283,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0408,change_stability,Transformation versus stability,0.3385,0.0647,-0.0856,0.2667,0.3114,-0.4689,0.2395,1.1478,0.0791,-0.2857,0.318,0.389,0.341,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0409,nature_technology,"Nature, technology and attention direction",0.1047,-0.1611,-0.0033,0.0358,0.1518,0.0215,-0.1253,-0.0819,0.9018,0.1812,0.303,0.13,0.248,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0410,creator_builder,Ideas versus execution,0.3028,0.0121,-0.1969,0.177,0.3583,0.1257,0.2208,0.2039,0.14,1.1826,0.354,0.228,0.314,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0411,taboo_private,Private self-disclosure,0.326,0.6449,0.1966,-0.1694,-0.1102,0.0023,0.3643,0.3623,-0.0029,-0.1825,0.693,1,0.791,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0412,contradiction_probe,Conflict between declared and behavioral identity,0.3113,0.4727,-0.1801,0.0833,0.2211,0.3687,0.3954,0.3228,0.0375,0.1942,0.49,0.144,0.379,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0413,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0584,0.6432,0.612,-0.0774,0.2778,0.3292,0.0346,-0.1657,-0.15,-0.0144,0.695,0.622,0.672,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0414,solitude_social_energy,"Solitude, belonging and social recovery",0.0532,0.2734,0.6861,-0.4239,0.029,0.1587,0.0795,-0.1783,-0.013,-0.0783,0.415,0.388,0.406,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0415,execution_pressure,"Pressure, performance and follow-through",0.2671,-0.3636,-0.1521,0.9213,0.3514,0.33,-0.0924,-0.0912,0.1968,0.7187,0.339,0.339,0.339,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0416,moral_choice,Ethical tension and ideal/practical tradeoff,-0.0183,0.1614,0.1719,-0.0242,0.297,0.0444,0.9045,-0.0332,-0.0616,0.0526,0.264,0.192,0.241,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0417,attention_style,"Attention, novelty and depth",0.6727,-0.1321,-0.1248,-0.5221,0.3665,-0.2504,0.4259,0.4515,0.3459,-0.3806,0.176,0.486,0.275,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0418,comfort_zone,"Stability, safety and familiar patterns",-0.4507,0.2734,0.0233,-0.1666,-0.2,0.4864,-0.2304,-0.7371,-0.0572,0.1351,0.263,0.398,0.306,1,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0419,digital_nature_tension,Digital life versus natural grounding,0.3004,-0.0108,-0.0393,0.1019,-0.0124,-0.0657,-0.0007,0.1806,1.1709,0.1223,0.156,0.331,0.212,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0420,identity_mask,"Self-presentation, masking and private core",0.0648,0.5884,0.3,-0.1158,0.1108,0.2488,0.1309,0.2659,-0.0153,-0.0999,0.526,0.422,0.493,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0421,risk_discovery,Curiosity vs security under uncertainty,0.717,0.0986,0.181,-0.0315,0.236,-0.3381,-0.0061,0.5767,-0.0296,-0.1092,0.228,0.392,0.28,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0422,emotional_exposure,Emotional openness and disclosure,-0.1653,1.0433,0.2735,-0.2884,0.1108,0.1584,0.4438,0.1365,-0.1207,-0.0515,0.959,0.871,0.931,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0423,belonging_autonomy,"Belonging, independence, social alignment",-0.0481,0.1832,1.0934,-0.0292,-0.0217,0.2072,0.1179,-0.1319,0.0031,0.086,0.483,0.302,0.425,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0424,act_or_observe,Action versus observation,0.1363,0.035,-0.019,0.7757,0.242,0.0036,-0.1832,0.2128,-0.0675,0.1185,0.216,0.312,0.247,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0425,future_orientation,Future planning and long-range identity,0.3541,-0.0291,-0.0143,0.0831,1.0827,0.4085,0.3951,0.2699,0.189,0.1997,0.287,0.334,0.302,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0426,control_spontaneity,"Control, planning, certainty",-0.0338,0.0884,0.2028,-0.0484,0.198,0.8209,-0.0201,-0.3783,-0.1484,0.1574,0.237,0.315,0.262,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0427,values_idealism,Pragmatism versus ideals,0.1026,0.194,0.0433,0.0441,0.1147,0.0533,1.0982,0.1928,-0.2588,-0.0639,0.42,0.249,0.365,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0428,change_stability,Transformation versus stability,0.1817,-0.0704,-0.0625,0.108,0.224,-0.2841,0.2383,1.0147,0.1859,-0.0284,0.144,0.087,0.126,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0429,nature_technology,"Nature, technology and attention direction",-0.0183,-0.1733,0.0594,-0.0124,0.0953,0.1313,-0.0597,-0.1471,0.9762,0.2958,0.476,0.235,0.399,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0430,creator_builder,Ideas versus execution,0.3216,-0.1257,0.0007,0.2639,0.3583,0.3711,0.1687,-0.0153,0.2562,0.8775,0.386,0.31,0.362,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0431,taboo_private,Private self-disclosure,0.0509,0.7706,0.0602,-0.2461,0.0614,0.356,0.3818,0.2552,-0.1088,-0.1518,0.719,0.665,0.702,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0432,contradiction_probe,Conflict between declared and behavioral identity,0.2302,0.5502,-0.0017,0.1792,0.1747,0.0871,0.2597,0.3737,0.0557,0.1032,0.45,0.134,0.349,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0433,relationship_boundaries,"Trust, intimacy and personal boundaries",0.0044,0.6401,0.6036,-0.1912,0.2243,0.5596,0.1666,-0.051,-0.237,0.0081,0.696,0.488,0.629,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0434,solitude_social_energy,"Solitude, belonging and social recovery",-0.0486,0.2719,0.6709,-0.2876,-0.0086,0.2733,0.1731,-0.1713,0.0888,-0.0888,0.488,0.44,0.473,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0435,execution_pressure,"Pressure, performance and follow-through",0.0068,-0.3523,-0.1081,0.9143,0.5206,0.5951,-0.3605,-0.1967,0.1815,0.8375,0.464,0.374,0.435,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0436,moral_choice,Ethical tension and ideal/practical tradeoff,0.1431,0.3689,0.0381,0.1468,0.4351,-0.0847,0.803,0.2614,-0.0918,0.197,0.384,0.207,0.327,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0437,attention_style,"Attention, novelty and depth",0.6642,-0.0451,-0.157,-0.4543,0.4296,-0.075,0.1025,0.4761,0.3358,-0.3722,0.341,0.15,0.28,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0438,comfort_zone,"Stability, safety and familiar patterns",-0.9419,-0.0031,0.2767,-0.3258,-0.3795,0.6525,-0.136,-0.8021,-0.2226,0.3507,0.291,0.167,0.251,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0439,digital_nature_tension,Digital life versus natural grounding,0.2565,0.0156,-0.0235,0.1185,0.3066,0.1703,0.2602,0.2269,0.7778,0.2515,0.198,0.173,0.19,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0440,identity_mask,"Self-presentation, masking and private core",0.1823,0.209,0.3091,-0.2705,0.1277,0.1047,0.2444,0.159,0.0415,-0.0875,0.314,1,0.534,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0441,risk_discovery,Curiosity vs security under uncertainty,1.0396,0.0341,-0.0644,0.2516,0.4881,-0.4865,-0.0126,0.7619,-0.0508,-0.2032,0.4,0.385,0.395,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0442,emotional_exposure,Emotional openness and disclosure,-0.0867,0.9938,0.3131,-0.1695,-0.0457,-0.1543,0.366,0.2396,-0.2715,-0.3234,0.833,0.813,0.827,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0443,belonging_autonomy,"Belonging, independence, social alignment",0.0452,0.349,0.7574,-0.1076,-0.0087,0.1145,0.3513,-0.0159,-0.0821,0.0933,0.299,0.131,0.245,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0444,act_or_observe,Action versus observation,0.0301,-0.0951,0.0779,0.9416,0.216,0.1074,-0.1582,0.1148,0.038,0.2248,0.245,0.112,0.202,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0445,future_orientation,Future planning and long-range identity,0.1531,0.1561,0.2663,0.1771,0.7671,0.5388,0.2534,0.2229,0.1753,0.2345,0.499,0.169,0.393,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0446,control_spontaneity,"Control, planning, certainty",-0.041,-0.1948,-0.0223,0.0974,0.1917,0.7674,-0.2129,-0.3478,-0.0065,0.2983,0.291,0.362,0.314,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0447,values_idealism,Pragmatism versus ideals,0.1342,0.2055,0.0861,0.0461,0.2098,-0.0585,0.9862,0.2095,-0.2243,-0.2392,0.529,0.245,0.438,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0448,change_stability,Transformation versus stability,0.4405,-0.0007,0.0308,0.0671,0.3264,-0.3928,0.2639,0.9594,0.0691,-0.1398,0.225,0.283,0.244,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0449,nature_technology,"Nature, technology and attention direction",0.1867,0.1504,0.0017,0.0324,-0.0136,0.1764,0.1799,0.0657,0.8017,0.2078,0.255,0.378,0.294,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0450,creator_builder,Ideas versus execution,0.2055,0.1055,0.0646,0.4138,0.3606,0.1898,0.0014,0.0809,0.0081,0.6489,0.336,0.319,0.331,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0451,taboo_private,Private self-disclosure,0.0762,0.8725,0.209,-0.0863,0.0135,0.1962,0.0689,0.0786,-0.0864,-0.1419,0.613,0.825,0.681,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0452,contradiction_probe,Conflict between declared and behavioral identity,0.2599,0.3553,-0.1067,0.1041,0.142,0.2026,0.1963,0.3339,0.023,-0.0843,0.361,0.534,0.416,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0453,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.1231,0.8513,0.6506,-0.1936,0.3212,0.3016,0.2718,-0.1918,-0.3802,-0.0555,0.75,0.763,0.754,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0454,solitude_social_energy,"Solitude, belonging and social recovery",0.0026,0.5396,0.8745,-0.3074,-0.1359,0.2753,0.2237,-0.1096,-0.0815,-0.2585,0.523,0.189,0.416,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0455,execution_pressure,"Pressure, performance and follow-through",0.1012,-0.3965,-0.361,0.8777,0.2301,0.5747,-0.3395,-0.0533,0.2263,0.9022,0.489,0.366,0.45,0,0,0,1,1.0,0.36,-0.36,-1.0
