question_id,language_pair_id,source_series,tier,mode,category_pl,category_en,question_pl,question_en,answer_type,primary_axis,secondary_axes,archetype_targets,archetype_oppositions,hidden_signal_targets,sensitivity_level,controversy_level,social_desirability_risk,rarity_weight,contradiction_pair_id,safety_label,statistic_source_label,reveal_template_ids,system_actions,hidden_events_policy,production_status,pattern_tags,pattern_signal_id,pattern_axis_direction,pattern_hidden_signal,pattern_confidence_weight,pattern_min_occurrences,reveal_dosing_policy,pattern_engine_status
Q1944,LP1944,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o technologia kontra natura, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around technology versus nature, what feels like the more honest first move?",forced_choice,AX10,AX09,A06,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1944,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1945,LP1945,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o ambicja kontra spokój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around ambition versus peace, what feels like the more honest first move?",forced_choice,AX03,AX06,A11,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1945,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1946,LP1946,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wspólnota kontra autonomia, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around community versus autonomy, what feels like the more honest first move?",forced_choice,AX06,AX10,A04,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1946,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1947,LP1947,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o szczerość kontra łagodność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around honesty versus gentleness, what feels like the more honest first move?",forced_choice,AX09,AX10,A09,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1947,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1948,LP1948,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o stabilność kontra zmiana, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around stability versus change, what feels like the more honest first move?",forced_choice,AX02,AX04,A02,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1948,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1949,LP1949,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o równość kontra odpowiedzialność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around equality versus responsibility, what feels like the more honest first move?",forced_choice,AX05,AX08,A07,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1949,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1950,LP1950,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o komfort kontra rozwój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around comfort versus growth, what feels like the more honest first move?",forced_choice,AX08,AX02,A12,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1950,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1951,LP1951,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o prywatność kontra wygoda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around privacy versus convenience, what feels like the more honest first move?",forced_choice,AX01,AX09,A05,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1951,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1952,LP1952,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o lojalność kontra prawda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around loyalty versus truth, what feels like the more honest first move?",forced_choice,AX04,AX06,A10,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1952,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1953,LP1953,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wolność kontra bezpieczeństwo, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around freedom versus safety, what feels like the more honest first move?",forced_choice,AX07,AX10,A03,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1953,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1954,LP1954,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o technologia kontra natura, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around technology versus nature, what feels like the more honest first move?",forced_choice,AX10,AX09,A08,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1954,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1955,LP1955,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o ambicja kontra spokój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around ambition versus peace, what feels like the more honest first move?",forced_choice,AX03,AX04,A01,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1955,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1956,LP1956,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wspólnota kontra autonomia, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around community versus autonomy, what feels like the more honest first move?",forced_choice,AX06,AX08,A06,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1956,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1957,LP1957,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o szczerość kontra łagodność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around honesty versus gentleness, what feels like the more honest first move?",forced_choice,AX09,AX02,A11,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1957,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1958,LP1958,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o stabilność kontra zmiana, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around stability versus change, what feels like the more honest first move?",forced_choice,AX02,AX06,A04,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1958,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1959,LP1959,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o równość kontra odpowiedzialność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around equality versus responsibility, what feels like the more honest first move?",forced_choice,AX05,AX06,A09,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1959,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1960,LP1960,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o komfort kontra rozwój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around comfort versus growth, what feels like the more honest first move?",forced_choice,AX08,AX10,A02,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1960,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1961,LP1961,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o prywatność kontra wygoda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around privacy versus convenience, what feels like the more honest first move?",forced_choice,AX01,AX09,A07,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1961,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1962,LP1962,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o lojalność kontra prawda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around loyalty versus truth, what feels like the more honest first move?",forced_choice,AX04,AX08,A12,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1962,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1963,LP1963,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wolność kontra bezpieczeństwo, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around freedom versus safety, what feels like the more honest first move?",forced_choice,AX07,AX08,A05,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1963,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1964,LP1964,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o technologia kontra natura, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around technology versus nature, what feels like the more honest first move?",forced_choice,AX10,AX09,A10,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1964,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1965,LP1965,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o ambicja kontra spokój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around ambition versus peace, what feels like the more honest first move?",forced_choice,AX03,AX06,A03,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1965,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1966,LP1966,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wspólnota kontra autonomia, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around community versus autonomy, what feels like the more honest first move?",forced_choice,AX06,AX10,A08,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1966,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1967,LP1967,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o szczerość kontra łagodność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around honesty versus gentleness, what feels like the more honest first move?",forced_choice,AX09,AX10,A01,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1967,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1968,LP1968,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o stabilność kontra zmiana, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around stability versus change, what feels like the more honest first move?",forced_choice,AX02,AX04,A06,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1968,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1969,LP1969,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o równość kontra odpowiedzialność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around equality versus responsibility, what feels like the more honest first move?",forced_choice,AX05,AX08,A11,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1969,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1970,LP1970,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o komfort kontra rozwój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around comfort versus growth, what feels like the more honest first move?",forced_choice,AX08,AX02,A04,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1970,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1971,LP1971,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o prywatność kontra wygoda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around privacy versus convenience, what feels like the more honest first move?",forced_choice,AX01,AX09,A09,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1971,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1972,LP1972,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o lojalność kontra prawda, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around loyalty versus truth, what feels like the more honest first move?",forced_choice,AX04,AX06,A02,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1972,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1973,LP1973,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wolność kontra bezpieczeństwo, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around freedom versus safety, what feels like the more honest first move?",forced_choice,AX07,AX10,A07,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1973,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1974,LP1974,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o technologia kontra natura, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around technology versus nature, what feels like the more honest first move?",forced_choice,AX10,AX09,A12,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1974,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1975,LP1975,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o ambicja kontra spokój, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around ambition versus peace, what feels like the more honest first move?",forced_choice,AX03,AX04,A05,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1975,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1976,LP1976,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o wspólnota kontra autonomia, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around community versus autonomy, what feels like the more honest first move?",forced_choice,AX06,AX08,A10,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1976,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1977,LP1977,v5_safe_expansion,premium,controversial,Kontrowersyjne wybory,Controversial choices,"W sporze o szczerość kontra łagodność, co jest dla Ciebie bardziej uczciwym pierwszym ruchem?","In a conflict around honesty versus gentleness, what feels like the more honest first move?",forced_choice,AX09,AX02,A03,,HP01|HP02|HP03,3,4,medium,1.22,,controversial_non_shaming,estimated,RV5_controversial_1977,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
